CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,RATING,311_Zip,311_Severity_1,311_Severity_2,311_Severity_3,Crime_Zip,Crime_Severity_1,Crime_Severity_2,Crime_Severity_3
50039107,HEALTHY FRESH,BRONX,1033,MORRIS PARK AVE,10461,7186846411,American,3.67,10461,22554,30805,24962,10461,2800,6136,1601
50005493,NEW FRESCO TORTILLAS 2,QUEENS,22125,LINDEN BLVD,11411,7185282888,Tex-Mex,4.61,11411,8272,9455,4791,11411,2287,2503,775
41606724,RICHIE RICH CAIBBEAN AND AMERICAN CUISINE,BRONX,769,BURKE AVENUE,10467,3473415551,Caribbean,3.10,10467,34702,72819,75119,10467,9220,19121,4239
40958138,BOWERY BAY TAVERN,QUEENS,0,LAGUARDIA AIRPORT,11369,7186566210,American,4.27,11369,15497,17765,11383,11369,2401,3967,944
50033842,RU YI BROADWAY RESTAURANT,QUEENS,8334,BROADWAY,11373,7186393366,Chinese,1.98,11373,26169,34093,27426,11373,4806,9949,1284
50044517,DOMINO'S,STATEN ISLAND,1785,VICTORY BLVD,10314,7182084900,Pizza,4.57,10314,37873,34632,22102,10314,1246,4303,793
50017748,Home Chef International Flavors,QUEENS,23114,MERRICK BLVD,11413,7187495745,Caribbean,4.38,11413,16069,18655,11755,11413,4240,5167,1523
40370856,OLIVE TREE CAFE & COMEDY CELLAR,MANHATTAN,117,MAC DOUGAL STREET,10012,2122543480,American,2.60,10012,10105,29161,12322,10012,8117,15340,1736
40514147,CREATIVE EDGE CATERERS,MANHATTAN,110,BARROW STREET,10014,2127413000,American,2.94,10014,12082,29918,14635,10014,5974,7420,1321
41175816,DUNKIN' DONUTS,QUEENS,21911,HILLSIDE AVENUE,11427,7187768609,Donuts,2.58,11427,8310,9736,7153,11427,980,1361,457
40847914,CHIRPING CHICKEN,BRONX,3048,BUHRE AVENUE,10461,7188238700,Chicken,2.65,10461,22554,30805,24962,10461,2800,6136,1601
50013536,PONTENTIAL VEGETAL (PV HERBS & VITAMINS),BROOKLYN,1358,FLATBUSH AVE,11210,7184216030,"Juice, Smoothies, Fruit Salads",3.65,11210,23951,33271,32115,11210,8922,13906,3356
41094080,FOOTPRINTS CAFE,BROOKLYN,1521,SURF AVENUE,11224,7182652530,Caribbean,1.91,11224,10146,18390,11390,11224,6654,12107,2910
40529979,ROMEO'S PIZZERIA,QUEENS,18808,UNION TURNPIKE,11366,7184544223,Pizza/Italian,3.51,11366,7666,15064,6620,11366,886,1103,221
50002064,PRIMAVERA RESTAURANT,BROOKLYN,623,CHURCH AVE,11218,7184380447,Spanish,2.79,11218,23673,37032,33987,11218,3474,5685,1407
50063529,GONG CHA,MANHATTAN,72,BAYARD ST,10013,6467264940,CafÃƒÂ©/Coffee/Tea,1.91,10013,13921,33916,11622,10013,1372,2870,417
41058276,LA FAMILIA RESTAURANT,BRONX,334,EAST GUN HILL ROAD,10467,7185159848,Mexican,1.97,10467,34702,72819,75119,10467,9220,19121,4239
41453018,ROCK BAR,MANHATTAN,185,CHRISTOPHER STREET,10014,2126751864,American,2.73,10014,12082,29918,14635,10014,5974,7420,1321
50001037,LI WAN RESTAURANT,QUEENS,6428,METROPOLITAN AVE,11379,7184170808,Chinese,4.75,11379,14564,16665,13403,11379,1575,3079,776
41392209,LA RIOJA RESTAURANT,QUEENS,3305,BROADWAY,11106,7189320101,Spanish,4.26,11106,13342,23979,12534,11106,3724,6901,1868
41050795,D-LITE DONUTS,QUEENS,4519,BROADWAY,11103,7186265953,American,1.96,11103,14257,23041,13189,11103,3508,7108,1682
40877738,POINT VIEW DELI,BROOKLYN,255,GREENPOINT AVENUE,11222,7183893460,Delicatessen,1.92,11222,17849,29818,16649,11222,3703,5958,1088
50052738,ROSE&BASIL,MANHATTAN,104,E 7TH ST,10009,9175309018,Vegetarian,2.56,10009,12995,45250,21451,10009,5085,9939,2168
41610929,DOS TOROS TAQUERIA,MANHATTAN,1111,LEXINGTON AVENUE,10075,2125354658,Tex-Mex,2.11,10075,4506,11796,6440,NULL,NULL,NULL,NULL
50055215,CROW BAR,BROOKLYN,820,FRANKLIN AVE,11225,7187084113,American,2.71,11225,20835,51659,52308,11225,6853,11714,3135
50018952,NORTHSIDE BAKERY,BROOKLYN,190,NASSAU AVE,11222,7183497775,Polish,2.78,11222,17849,29818,16649,11222,3703,5958,1088
50033769,NATIVIDAD RESTAURANT,QUEENS,3766,103RD ST,11368,3472040733,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4.64,11368,35645,39163,23852,11368,4432,7906,1350
41619084,PAPADAM,MANHATTAN,1448,1 AVENUE,10021,2128796000,Indian,3.82,10021,9525,19852,11749,10021,3191,3394,704
41584432,BURGER KING,STATEN ISLAND,3901,RICHMOND AVENUE,10312,7189671237,American,4.50,10312,26457,23380,18355,10312,1313,3407,1177
41602484,SATURDAYS SURF NYC,MANHATTAN,31,CROSBY STREET,10013,2129667875,CafÃƒÂ©/Coffee/Tea,2.31,10013,13921,33916,11622,10013,1372,2870,417
41648196,VOILA 76,MANHATTAN,1452,2 AVENUE,10021,2122882533,Sandwiches/Salads/Mixed Buffet,2.07,10021,9525,19852,11749,10021,3191,3394,704
40785565,BILLYMARKS WEST,MANHATTAN,332,9 AVENUE,10001,2126290118,American,4.70,10001,16255,27702,13938,10001,828,1400,257
41361177,GRIMALDI'S,QUEENS,24202,61 AVENUE,11362,7188192133,Pizza,4.20,11362,7627,6069,5801,11362,822,808,231
41546745,MI SABOR CAFE,BROOKLYN,920,BROADWAY,11206,7186026160,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.92,11206,23750,54139,25839,11206,8401,13854,2989
50045658,CROWN FRIED CHICKEN,BROOKLYN,6,SUTTER AVE,11212,7184677771,Chicken,2.84,11212,27280,48279,46174,11212,14366,23375,6899
50001546,SHALOM JAPAN,BROOKLYN,310,S 4TH ST,11211,7183884012,American,2.60,11211,22333,55262,23791,11211,4413,7125,1361
40910784,JIMBO'S HAMBURGER PALACE,MANHATTAN,117,DYCKMAN ST,10040,2129429769,American,3.12,10040,12598,48305,43129,10040,3410,5884,1314
50007746,BURGER KING,BRONX,6007,BROADWAY,10471,7185499637,Hamburgers,4.50,10471,8412,8400,6424,10471,1178,2058,368
40592811,SALTY DOG RESTAURANT,BROOKLYN,7509,3 AVENUE,11209,7182380030,American,3.52,11209,26824,35797,34725,11209,2620,6098,1609
41257749,POPEYES LOUISIANA KITCHEN,STATEN ISLAND,1351,FOREST AVENUE,10302,7187201545,Chicken,4.57,10302,8119,13205,6651,10302,3289,7991,2408
50066834,VOULA RESTAURANT,MANHATTAN,9,JONES STREET,10014,2129896500,Greek,3.64,10014,12082,29918,14635,10014,5974,7420,1321
41361603,ROOSEVELT SPORTS BAR,QUEENS,13345,ROOSEVELT AVENUE,11354,7184632313,American,2.90,11354,17939,23482,16110,11354,3803,6666,1522
41031273,ARIYOSHI JAPANESE RESTAURANT,MANHATTAN,226,EAST   53 STREET,10022,2123193490,Japanese,3.44,10022,13763,22439,12814,10022,774,1109,200
41574056,LE PAIN QUOTIDIEN,MANHATTAN,708,3 AVENUE,10017,6467360949,French,3.68,10017,10058,14601,8600,10017,809,1054,308
40588072,CIRO PIZZA,QUEENS,11319,BEACH CHANNEL DRIVE,11694,7184748068,Pizza,3.47,11694,9922,12183,11304,11694,947,1456,477
50035661,PEQUE VINOS + TAPAS,MANHATTAN,231,W 145TH ST,10039,6466784095,Tapas,2.63,10039,5182,20325,13661,10039,4375,9894,2439
41316100,MAOZ VEGETARIAN,MANHATTAN,59,EAST 8 STREET,10003,2124205999,Vegetarian,2.28,10003,20414,48620,22048,10003,7802,14750,1804
41026945,NEW DAWN RESTAURANT,QUEENS,4021,22 STREET,11101,7187865673,American,3.89,11101,22868,32955,19403,11101,1606,2990,801
50015303,LA CABANA RESTAURANT,QUEENS,10224,JAMAICA AVE,11418,3475713986,Mexican,1.86,11418,17264,21654,13487,11418,2492,4009,1072
40589546,EL CHIVITO D'ORO III,QUEENS,8402,37 AVENUE,11372,7184240600,Spanish,2.66,11372,14607,32750,19791,11372,8109,13990,2634
41100434,HIMALAYAN YAK RESTAURANT,QUEENS,7220,ROOSEVELT AVENUE,11372,7187791119,Asian,2.82,11372,14607,32750,19791,11372,8109,13990,2634
41686353,LA HOGUERA PIASA RESTAURANT & BAKERY,QUEENS,4012,QUEENS BOULEVARD,11104,7183929903,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.31,11104,7533,15424,10984,11104,2503,4489,1310
50015315,MY PIZZERIA,STATEN ISLAND,755,TARGEE ST,10304,7187207777,Pizza/Italian,2.63,10304,18812,25821,14332,10304,2611,6189,2152
50032911,LITUATION LOUNGE,QUEENS,11206,LIBERTY AVE,11419,9178260047,"Bottled beverages, including water, sodas, juices, etc.",4.25,11419,21573,36338,17441,11419,4037,5467,1836
50000985,COURT STREET GROCERS HERO SHOP,BROOKLYN,116,SULLIVAN STREET,11231,3475296803,Delicatessen,4.72,11231,15117,21170,12888,11231,2594,4832,1066
41376760,PATISSERIE CLAUDE,MANHATTAN,187,WEST    4 STREET,10014,2122555911,Bakery,2.08,10014,12082,29918,14635,10014,5974,7420,1321
50067470,WIFEY,BROOKLYN,336,FLATBUSH AVE,11238,3476787910,CafÃƒÂ©/Coffee/Tea,3.58,11238,21662,52907,35214,11238,3788,5580,1410
41169052,DAVE & BUSTER'S,MANHATTAN,234,WEST   42 STREET,10036,6464952015,American,2.02,10036,18034,32494,18650,10036,3549,5802,1176
40547085,OMONIA CAFE,BROOKLYN,7612,3 AVENUE,11209,7184911435,Mediterranean,3.38,11209,26824,35797,34725,11209,2620,6098,1609
41519334,ICE CREAM CENTER & CAFE,BROOKLYN,4511,13 AVENUE,11219,7184380018,Jewish/Kosher,1.89,11219,24247,29981,25551,11219,3448,5903,1395
50013782,NEW STAR BAKERY,QUEENS,NULL,KISSENA BLVD,11355,7189618868,Bakery,4.46,11355,22272,28583,21818,11355,3814,5331,1467
50002769,CHOZA TAQUERIA,MANHATTAN,66,MADISON AVENUE,10016,2122130708,Mexican,3.09,10016,17206,37805,17952,10016,1627,1927,380
50016260,MILLY'S CORNER RESTAURANT AND BAR,BRONX,1129,LONGWOOD AVE,10474,7188934900,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4.50,10474,8503,11333,8983,10474,5129,4747,564
50045944,CAFE LA NOTTE II,BROOKLYN,2636,GERRITSEN AVE,11229,7187148864,CafÃƒÂ©/Coffee/Tea,1.99,11229,25995,35241,30898,11229,4686,6859,1679
50011912,MANGOS PARADISE,QUEENS,13107,JAMAICA AVE,11418,3473503306,"Juice, Smoothies, Fruit Salads",3.18,11418,17264,21654,13487,11418,2492,4009,1072
50062519,PRONTO PIZZA,MANHATTAN,141,FULTON ST,10038,2127324131,Pizza/Italian,2.41,10038,6238,15381,6209,10038,841,1793,488
50007228,COLONIA VERDE,BROOKLYN,219,DEKALB AVE,11205,6463704477,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.80,11205,15258,32764,17351,11205,6327,10484,2343
50045536,DR. SEA,QUEENS,4508,PARSONS BLVD,11355,7187374666,Seafood,3.95,11355,22272,28583,21818,11355,3814,5331,1467
41391463,BOBBY VAN'S GRILL,QUEENS,0,JFK INT'L AIRPORT,11430,7185532100,American,4.70,11430,968,1051,2268,11430,1,10,NULL
40379149,MONTE'S,MANHATTAN,97,MACDOUGAL STREET,10012,2122289194,Italian,3.66,10012,10105,29161,12322,10012,8117,15340,1736
50041569,CEYLON CURRY,STATEN ISLAND,324,VICTORY BLVD,10301,9172255618,Indian,2.84,10301,21200,25246,16484,10301,4912,12626,4373
41149249,SQUIRE DINER,MANHATTAN,80,BEEKMAN STREET,10038,2122852600,American,2.30,10038,6238,15381,6209,10038,841,1793,488
50014226,EL GRAN VALLE IV RESTAURANT,MANHATTAN,1944,AMSTERDAM AVE,10032,2123687100,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1.93,10032,17255,59184,46031,10032,5161,9978,2241
41542801,SPICE,MANHATTAN,1479,1 AVENUE,10075,2127446374,Thai,1.94,10075,4506,11796,6440,NULL,NULL,NULL,NULL
41384237,EL CHICANITO RESTAURANT BAR,BRONX,435,EAST  153 STREET,10455,6467855832,Mexican,1.91,10455,12100,25483,20767,10455,9350,20862,4174
50067143,EL FOGON CHARCOAL GRILL,BROOKLYN,1017,CORTELYOU RD,11218,7184848770,Caribbean,2.75,11218,23673,37032,33987,11218,3474,5685,1407
50002399,KELSO BISTRO BAR & RESTAURANT,BROOKLYN,648,FRANKLIN AVE,11238,7188574137,Spanish,4.13,11238,21662,52907,35214,11238,3788,5580,1410
40396267,ARHARN THAI CUISINE,QUEENS,3205,36 AVENUE,11106,7187285563,Thai,2.46,11106,13342,23979,12534,11106,3724,6901,1868
41247789,CARIDAD RESTAURANT,QUEENS,10002,NORTHERN BOULEVARD,11368,7184785659,Caribbean,2.35,11368,35645,39163,23852,11368,4432,7906,1350
41252384,ROYAL BANGLADESH INDIAN RESTAURANT,MANHATTAN,93,1 AVENUE,10003,2126746209,Bangladeshi,3.92,10003,20414,48620,22048,10003,7802,14750,1804
41479993,ROTI EXPRESS,QUEENS,17321,JAMAICA AVENUE,11432,7184806469,Caribbean,4.31,11432,20619,30671,21030,11432,3251,5167,1343
41701176,LA MITAD DEL MUNDO BAR-RESTAURANT,QUEENS,10410,ROOSEVELT AVENUE,11368,7184461900,Mexican,2.02,11368,35645,39163,23852,11368,4432,7906,1350
41542492,FAR EAST SZECHUAN KITCHEN,QUEENS,7104,KISSENA BOULEVARD,11367,7182631265,Chinese,2.09,11367,13068,16725,12186,11367,2599,4377,1438
50037997,JALAPENOS MEXICAN,BROOKLYN,5714,5TH AVE,11220,7184395647,Mexican,3.95,11220,29784,44348,33765,11220,6471,12166,2691
40369940,THE NEW AMITY RESTAURANT,MANHATTAN,1134,MADISON AVENUE,10028,2128613255,American,3.72,10028,7943,23724,12637,10028,2856,4407,627
41616073,GRUENEBAUM'S BAKERY & CAFE,BRONX,5663,RIVERDALE AVENUE,10471,7184324779,Jewish/Kosher,4.60,10471,8412,8400,6424,10471,1178,2058,368
50012330,LINIZIO PIZZERIA,QUEENS,4723,VERNON BLVD,11101,5167131965,Italian,2.52,11101,22868,32955,19403,11101,1606,2990,801
40826684,WU LIANG YE RESTAURANT,MANHATTAN,36,WEST   48 STREET,10036,2123982308,Chinese,4.28,10036,18034,32494,18650,10036,3549,5802,1176
40885643,APPLEBEE'S,BROOKLYN,2505,EMMONS AVENUE,11235,7187694889,American,2.08,11235,29988,43011,35274,11235,4186,6661,1456
41486386,UMAMI BURGER,MANHATTAN,356,WEST   58 STREET,10019,2125546000,American,3.60,10019,20865,40648,22968,10019,1559,2764,958
50036461,THE LONG HALL,MANHATTAN,58,E 34TH ST,10016,9174957056,American,4.72,10016,17206,37805,17952,10016,1627,1927,380
50001786,DAG'S THE PATIO,MANHATTAN,342,E 47TH ST,10017,9174714822,CafÃƒÂ©/Coffee/Tea,1.85,10017,10058,14601,8600,10017,809,1054,308
41692397,LA BELLA VITA,MANHATTAN,163,MULBERRY STREET,10013,2127758484,Italian,4.77,10013,13921,33916,11622,10013,1372,2870,417
50016838,MONTAGUE ST BAGELS,BROOKLYN,108,MONTAGUE ST,11201,7185703306,American,2.84,11201,21622,39434,20108,11201,3064,6039,1652
40790556,BOSTON JERK-CITY RESTAURANT,BROOKLYN,1344,UTICA AVENUE,11203,7186293002,Caribbean,4.33,11203,30303,46114,41588,11203,7842,11298,3332
40893443,COFFEE SHOP,MANHATTAN,29,UNION SQUARE WEST,10003,2122437969,American,3.73,10003,20414,48620,22048,10003,7802,14750,1804
41701180,LUNETTA PIZZERIA,MANHATTAN,1162,FIRST AVENUE,10065,2127588100,Pizza/Italian,3.00,10065,7665,16853,8527,NULL,NULL,NULL,NULL
50006427,SPICY LANKA,QUEENS,15923,HILLSIDE AVE,11432,7184874499,Indian,1.81,11432,20619,30671,21030,11432,3251,5167,1343
41022984,BICHEIRO'S CAFE,QUEENS,10505,JAMAICA AVENUE,11418,9175006383,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4.00,11418,17264,21654,13487,11418,2492,4009,1072
41433437,NICE PIZZA,BROOKLYN,340,FRANKLIN AVENUE,11238,7182303933,Pizza,3.30,11238,21662,52907,35214,11238,3788,5580,1410
50050579,BOMBAY XPRESS,BROOKLYN,964,DEKALB AVE,11221,7184431600,Indian,3.31,11221,32018,66417,44935,11221,10123,14290,4220
41008329,NATIONAL BAKERY,BRONX,1522,WESTCHESTER AVENUE,10472,7188422396,Bakery,4.40,10472,24873,47835,40599,10472,7420,17665,3758
50001962,AROME,MANHATTAN,325,BROADWAY,10007,2122337447,American,2.38,10007,5024,9348,3418,10007,591,1189,203
41523686,FOO ON CHINESE RESTAURANT,QUEENS,18304,HILLSIDE AVENUE,11432,7182971287,Chinese,2.49,11432,20619,30671,21030,11432,3251,5167,1343
40538565,FOUR SEASONS HOTEL,MANHATTAN,57,EAST   57 STREET,10022,2127585700,American,2.53,10022,13763,22439,12814,10022,774,1109,200
40393427,DAVIS POLK DINING ROOM,MANHATTAN,450,LEXINGTON AVENUE,10017,2124504750,American,2.62,10017,10058,14601,8600,10017,809,1054,308
50002702,BO'S KITCHEN & BAR ROOM,MANHATTAN,6,WEST 24 STREET,10010,2122342373,American,2.85,10010,9531,20332,9869,10010,5016,7365,1525
41608200,MIKE'S PIZZA OF BROOKLYN,BROOKLYN,2026,BEDFORD AVENUE,11226,7189416224,Pizza,4.11,11226,38367,89604,87491,11226,12093,19121,5356
41541993,ESTRELLITA POBLANA II,BRONX,28192821,WHITE PLAINS ROAD,10467,7186547652,Mexican,4.02,10467,34702,72819,75119,10467,9220,19121,4239
41445737,1818 SEAFOOD RESTAURANT,BROOKLYN,1818,AVENUE U,11229,7183326188,Chinese,2.70,11229,25995,35241,30898,11229,4686,6859,1679
50046365,FU YUAN KITCHEN,QUEENS,13543,ROOSEVELT AVE,11354,3474758181,Chinese,1.92,11354,17939,23482,16110,11354,3803,6666,1522
50001584,NORTHERN TERRITORY,BROOKLYN,12,FRANKLIN ST.,11222,3476894065,American,2.24,11222,17849,29818,16649,11222,3703,5958,1088
41382996,NOI DUE,MANHATTAN,143,WEST   69 STREET,10023,2127122222,Jewish/Kosher,2.35,10023,17463,33222,15549,10023,2885,5889,1318
40542427,SAKA GURA,MANHATTAN,211,EAST   43 STREET,10017,2129537253,Japanese,4.48,10017,10058,14601,8600,10017,809,1054,308
40403880,CAFE 101 16TH FLOOR CAFETERIA,MANHATTAN,101,BARCLAY STREET,10007,2128152250,American,3.79,10007,5024,9348,3418,10007,591,1189,203
41272913,SICILY'S BEST PIZZERIA & RESTAURANT,BROOKLYN,190,CYPRESS AVENUE,11237,7184561833,Pizza/Italian,1.82,11237,21760,48029,24373,11237,7351,10865,2362
41708888,ACHILLES HEEL,BROOKLYN,180,WEST STREET,11222,7184863077,American,4.63,11222,17849,29818,16649,11222,3703,5958,1088
41233392,556 EL CAFE INTERNATIONAL,BROOKLYN,556,WORTMAN AVENUE,11208,7182723545,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4.11,11208,40052,57758,41857,11208,10608,16001,3706
41311174,JIMBO'S HAMBURGER PALACE,BRONX,912,SOUNDVIEW AVE,10473,7183283208,American,4.54,10473,16584,24232,14728,10473,3058,7348,2024
50035069,OSO,MANHATTAN,1616,AMSTERDAM AVE,10031,6468583139,Mexican,3.82,10031,20135,65284,50735,10031,4215,10713,2310
40399810,INTERNATIONAL RESTAURANT,BROOKLYN,4408,5 AVENUE,11220,7184382009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.34,11220,29784,44348,33765,11220,6471,12166,2691
50058340,LITTLE CAESARS,MANHATTAN,1936,3RD AVE,10029,2129961001,Pizza,4.64,10029,14562,46324,28247,10029,7996,19851,4142
50007970,A & J DELI FISH,BRONX,128,E 174TH ST,10457,9172093246,Spanish,3.16,10457,24191,56192,55149,10457,6765,15495,3262
41630478,PIZZA WORLD CAFE,BROOKLYN,1387,CONEY ISLAND AVENUE,11230,7187583572,Jewish/Kosher,2.54,11230,28805,42770,43315,11230,4520,7025,1578
40760487,ROMA PIZZA,MANHATTAN,1568,3 AVENUE,10128,2123693455,Pizza,3.95,10128,8773,26742,14110,10128,2851,4775,959
40925507,PRET A MANGER,MANHATTAN,135,WEST   50 STREET,10020,2124896458,Sandwiches,2.02,10020,610,916,319,10020,3442,5865,828
50004505,RED STAR,MANHATTAN,2060,ACP JR BLVD,10027,2128063988,Chinese,2.17,10027,15670,46879,33064,10027,2332,6122,1451
50006582,E'S BAR,MANHATTAN,511,AMSTERDAM AVE,10024,2128770961,American,3.25,10024,12893,30900,18401,10024,3894,6985,1801
40574871,BALTHAZAR RESTAURANT,MANHATTAN,80,SPRING STREET,10012,2129651785,French,3.52,10012,10105,29161,12322,10012,8117,15340,1736
40876078,CIPRIANI DOLCI,MANHATTAN,0,GRAND CENTRAL TERMINAL,10017,2129730999,Italian,4.38,10017,10058,14601,8600,10017,809,1054,308
40908961,MACAO  RESTUARANT AND BAR,MANHATTAN,311,CHURCH STREET,10013,2124318642,Asian,3.14,10013,13921,33916,11622,10013,1372,2870,417
41365614,MANSIONS CATERING,MANHATTAN,4042,WEST    8 STREET,10011,9176573934,Chinese,2.46,10011,17530,39714,18836,10011,2222,3395,598
50014962,DUNKIN' DONUTS,MANHATTAN,818,6TH AVE,10001,2123959280,Donuts,2.52,10001,16255,27702,13938,10001,828,1400,257
40854101,LORENZOS BAR & GRILL (HILTON GARDEN),STATEN ISLAND,1100,SOUTH AVENUE,10314,7184772400,American,4.27,10314,37873,34632,22102,10314,1246,4303,793
41419342,57'S ALL AMERICAN GRILL,QUEENS,3345,FRANCIS LEWIS BOULEVARD,11358,7183533057,American,3.71,11358,15309,16745,12716,11358,1703,2289,707
41118203,NATIONAL BAKERY,BRONX,944,INTERVALE AVENUE,10459,7188613671,Bakery,1.87,10459,15794,33071,28022,10459,9125,19377,4504
41262331,MCDONALD'S,MANHATTAN,1286,1 AVENUE,10021,2122493551,Hamburgers,2.55,10021,9525,19852,11749,10021,3191,3394,704
41650546,KING KABAB,QUEENS,16709,HILLSIDE AVENUE,11432,7185264968,Bangladeshi,3.33,11432,20619,30671,21030,11432,3251,5167,1343
50014375,WING HING SEAFOOD RESTAURANT,BROOKLYN,1217,AVENUE U,11229,7189980360,Chinese,2.35,11229,25995,35241,30898,11229,4686,6859,1679
41542041,HAZAR TURKISH KEBAB,BROOKLYN,7224,5 AVENUE,11209,7182384040,Turkish,3.60,11209,26824,35797,34725,11209,2620,6098,1609
50008890,BIG APPLE CHINESE & JAPANESE RESTAURANT,QUEENS,3255,FRANCIS LEWIS BLVD,11358,7188861118,Chinese/Japanese,2.99,11358,15309,16745,12716,11358,1703,2289,707
41293635,NO. 1 CHINESE KITCHEN,STATEN ISLAND,209,PORT RICHMOND AVE,10302,7188161836,Chinese,2.28,10302,8119,13205,6651,10302,3289,7991,2408
40917970,FOOD HUT RESTAURANT & BAKERY,BRONX,3497,BOSTON ROAD,10469,7188823347,Caribbean,4.47,10469,27210,32909,21532,10469,3667,8158,1873
50001353,SAZON'S NUNEZ,BROOKLYN,96,WYCKOFF AVE,11237,3477507894,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3.20,11237,21760,48029,24373,11237,7351,10865,2362
41694302,"BURGER KING,POPEYES LOUISIANA KITCHEN",BROOKLYN,2343,UTICA AVENUE,11234,7183060022,Hamburgers,2.32,11234,33560,48703,30430,11234,2084,4179,677
41614704,HUNTER COLLEGE FOOD COURT,MANHATTAN,695,PARK AVENUE,10065,2127724281,American,2.58,10065,7665,16853,8527,NULL,NULL,NULL,NULL
41180537,JOHN HARVARD'S BREWERY & ALE HOUSE,QUEENS,0,LAGUARDIA AIRPORT,11369,7183356473,American,1.99,11369,15497,17765,11383,11369,2401,3967,944
50043779,CAFFE BENE,MANHATTAN,208,AVENUE A,10009,2125107957,CafÃƒÂ©/Coffee/Tea,4.49,10009,12995,45250,21451,10009,5085,9939,2168
40584086,CHO DANG GOL,MANHATTAN,55,WEST   35 STREET,10001,2126958222,Korean,3.94,10001,16255,27702,13938,10001,828,1400,257
50001624,THE TOMBSTONE SALOON,BRONX,119,E 233 STREET,10470,7183241781,Irish,3.23,10470,7649,10833,11440,10470,2406,4402,993
50007971,EL PITALLITO RESTAURANT,MANHATTAN,3854,BROADWAY,10032,2125686877,Spanish,2.57,10032,17255,59184,46031,10032,5161,9978,2241
41535326,GOLDEN Z RESTAURANT,BROOKLYN,1410,AVENUE U,11229,7183824328,Chinese,1.80,11229,25995,35241,30898,11229,4686,6859,1679
41304897,BAR TANO,BROOKLYN,457,THRID AVENUE,11215,7184993400,Italian,4.34,11215,27151,41462,26252,11215,3480,5937,1505
41716208,ORIENTAL CHINESE RESTAURANT,MANHATTAN,3774,BROADWAY,10032,2122816888,Chinese,3.57,10032,17255,59184,46031,10032,5161,9978,2241
50003494,SERBIAN ASSOCIATION,QUEENS,7254,65TH PL,11385,7188219875,Eastern European,3.92,11385,43702,55573,40878,11385,5201,9039,2357
41147661,RAJA SWEETS & FAST FOOD,QUEENS,7231,37 AVENUE,11372,7184243600,Indian,2.24,11372,14607,32750,19791,11372,8109,13990,2634
50013726,BROTHER PIZZA,STATEN ISLAND,750,PORT RICHMOND AVE,10302,7184422332,Pizza/Italian,4.48,10302,8119,13205,6651,10302,3289,7991,2408
40580639,UDON WEST,MANHATTAN,11,ST MARKS PLACE,10003,6466915269,Japanese,4.44,10003,20414,48620,22048,10003,7802,14750,1804
50007880,MANDARIN ORIENTAL HOTEL-ASIATE,MANHATTAN,80,COLUMBUS CIRCLE at 60th street,10023,2128058368,Asian,2.24,10023,17463,33222,15549,10023,2885,5889,1318
50050186,DELICIOUS,MANHATTAN,NULL,2ND AVE,10029,2123690788,Chinese,3.30,10029,14562,46324,28247,10029,7996,19851,4142
41555424,BEST DELI,BROOKLYN,4106,2 AVENUE,11232,7187683289,American,4.09,11232,13873,18503,11461,11232,2795,5417,1170
41656654,TAKARA SUSHI,QUEENS,15011,14 AVENUE,11357,7187471465,Japanese,4.52,11357,15317,17223,12426,11357,1106,1470,578
40715372,HENRY'S,MANHATTAN,2745,BROADWAY,10025,2128660600,American,2.31,10025,18510,50196,33912,10025,4880,9815,2438
50016457,ACADEMY CAFE,QUEENS,3029,COLLEGE POINT BLVD,11354,9173853856,American,3.02,11354,17939,23482,16110,11354,3803,6666,1522
50017342,WHITESTONE DINER,QUEENS,14921,14TH AVE,11357,7187466761,American,3.01,11357,15317,17223,12426,11357,1106,1470,578
41372356,HILTON NEW YORK MAIN KITCHEN,MANHATTAN,1335,AVENUE OF THE AMERICAS,10019,2125867000,American,3.33,10019,20865,40648,22968,10019,1559,2764,958
41609113,NOORMAN'S KIL,BROOKLYN,609,GRAND STREET,11211,3473842526,American,2.88,11211,22333,55262,23791,11211,4413,7125,1361
50015858,ETHYL'S,MANHATTAN,1629,2ND AVE,10028,2123004132,American,4.17,10028,7943,23724,12637,10028,2856,4407,627
41676211,TURKISH EXPRESS,BROOKLYN,1013,AVENUE H,11230,3479555545,Turkish,3.97,11230,28805,42770,43315,11230,4520,7025,1578
41686285,EAGLE CITY TEX MEX CHINESE FOOD,BROOKLYN,NULL,FULTON STREET,11238,7183986601,Chinese,2.59,11238,21662,52907,35214,11238,3788,5580,1410
41669938,MOLDOVA,BROOKLYN,1827,CONEY ISLAND AVENUE,11230,7189982892,Eastern European,3.57,11230,28805,42770,43315,11230,4520,7025,1578
